"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0045333","cellular respiration","12/161","187/18866",7.26936297649957e-08,0.00017373777513834,0.000160002505093269,"126328/1329/2110/2647/4701/4717/4190/11315/4712/54949/54205/5160",12
"BP","GO:0022904","respiratory electron transport chain","9/161","116/18866",6.70835010215386e-07,0.000636153939839559,0.000585861214800492,"126328/1329/2110/4701/4717/11315/4712/54949/54205",9
"BP","GO:0015980","energy derivation by oxidation of organic compounds","13/161","278/18866",7.98519589756768e-07,0.000636153939839559,0.000585861214800492,"126328/1329/2110/2673/2647/4701/4717/4190/11315/4712/54949/54205/5160",13
"BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/161","97/18866",1.79402368481613e-06,0.000927064504380639,0.00085377312427215,"126328/1329/4701/4717/11315/4712/54949/54205",8
"BP","GO:0042773","ATP synthesis coupled electron transport","8/161","98/18866",1.93946549033606e-06,0.000927064504380639,0.00085377312427215,"126328/1329/4701/4717/11315/4712/54949/54205",8
"BP","GO:0033233","regulation of protein sumoylation","5/161","26/18866",2.42015930924717e-06,0.000948794512975611,0.000873785213227043,"11315/405/10055/1958/79594",5
"BP","GO:0046034","ATP metabolic process","13/161","311/18866",2.77889606310848e-06,0.000948794512975611,0.000873785213227043,"126328/1329/4701/4717/11315/405/4712/5208/54949/116/54205/7114/706",13
"BP","GO:0035270","endocrine system development","8/161","125/18866",1.19345809966853e-05,0.00356545607275973,0.00328358011369328,"3670/3651/999/4821/116/3642/706/10370",8
"BP","GO:0022900","electron transport chain","9/161","184/18866",2.93573397580668e-05,0.00779600466908662,0.00717967221451668,"126328/1329/2110/4701/4717/11315/4712/54949/54205",9
"BP","GO:0006119","oxidative phosphorylation","8/161","149/18866",4.24960441201273e-05,0.0101565545447104,0.00935360297423011,"126328/1329/4701/4717/11315/4712/54949/54205",8
"BP","GO:0030073","insulin secretion","9/161","213/18866",9.13272494280925e-05,0.017898695390229,0.0164836697031354,"3670/3033/3651/11315/5799/5208/57818/116/2182",9
"BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","9/161","215/18866",9.80741338750724e-05,0.017898695390229,0.0164836697031354,"10134/6091/11315/10935/25824/10542/54205/10550/79594",9
"BP","GO:0009060","aerobic respiration","6/161","87/18866",0.000100451564209247,0.017898695390229,0.0164836697031354,"1329/2647/4190/54949/54205/5160",6
"BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","5/161","55/18866",0.000104845914419751,0.017898695390229,0.0164836697031354,"126328/4701/4717/11315/4712",5
"BP","GO:0033235","positive regulation of protein sumoylation","3/161","13/18866",0.000163838743541558,0.0261049731376215,0.0240411798417823,"405/10055/79594",3
