"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","5/151","17/18862",1.76184433397848e-07,0.000394472892386562,0.000334905473107154,"567/3133/3106/3105/6892",5
"BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen","5/151","19/18862",3.26820954752744e-07,0.000394472892386562,0.000334905473107154,"567/3133/3106/3105/6892",5
"BP","GO:0019883","antigen processing and presentation of endogenous antigen","5/151","26/18862",1.76712921718469e-06,0.00139229429296965,0.00118205075149868,"567/3133/3106/3105/6892",5
"BP","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","7/151","75/18862",2.30703279696711e-06,0.00139229429296965,0.00118205075149868,"567/3133/3106/811/3105/5691/6892",7
"BP","GO:0042590","antigen processing and presentation of exogenous peptide antigen via MHC class I","7/151","80/18862",3.57121132167274e-06,0.0017241808261036,0.0014638207249046,"567/3133/3106/811/3105/5691/6892",7
"BP","GO:0030073","insulin secretion","10/151","207/18862",6.66470071760212e-06,0.00268143125538192,0.00227652145564409,"2641/1803/169026/1392/7425/292/25874/54097/8431/1113",10
"BP","GO:0009914","hormone transport","12/151","312/18862",8.19312057519422e-06,0.00282545615264555,0.00239879785863205,"2641/7276/1803/23428/169026/1392/7425/292/25874/54097/8431/1113",12
"BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","7/151","99/18862",1.47440907529356e-05,0.00444902938469833,0.00377720324946917,"567/3133/3106/811/3105/5691/6892",7
"BP","GO:0051604","protein maturation","11/151","293/18862",2.4679186702887e-05,0.00661950630008547,0.00561992707725392,"51126/10159/5126/4325/5646/2152/10549/811/28972/1363/9528",11
"BP","GO:0030072","peptide hormone secretion","10/151","247/18862",3.08089585442894e-05,0.00743728259259146,0.00631421497744541,"2641/1803/169026/1392/7425/292/25874/54097/8431/1113",10
"BP","GO:0009306","protein secretion","12/151","367/18862",4.07844924986494e-05,0.00842330863144233,0.00715134605390407,"2641/1803/169026/1392/7425/292/1595/25874/54097/8431/1113/7857",12
"BP","GO:0035592","establishment of protein localization to extracellular region","12/151","368/18862",4.18722881430439e-05,0.00842330863144233,0.00715134605390407,"2641/1803/169026/1392/7425/292/1595/25874/54097/8431/1113/7857",12
"BP","GO:0071692","protein localization to extracellular region","12/151","375/18862",5.02169432818762e-05,0.00932490008326532,0.00791679259674599,"2641/1803/169026/1392/7425/292/1595/25874/54097/8431/1113/7857",12
"BP","GO:0001916","positive regulation of T cell mediated cytotoxicity","4/151","29/18862",8.02132599520102e-05,0.0135035627994793,0.0114644559240336,"567/3133/3106/3105",4
"BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen","8/151","177/18862",9.11500515196776e-05,0.0135035627994793,0.0114644559240336,"567/3133/829/3106/811/3105/5691/6892",8
"BP","GO:0050796","regulation of insulin secretion","8/151","178/18862",9.48011473246948e-05,0.0135035627994793,0.0114644559240336,"2641/1803/169026/1392/292/25874/8431/1113",8
"BP","GO:0002790","peptide secretion","12/151","401/18862",9.50955126723893e-05,0.0135035627994793,0.0114644559240336,"2641/1803/169026/1392/7425/292/1595/25874/54097/8431/1113/7857",12
"BP","GO:0019884","antigen processing and presentation of exogenous antigen","8/151","185/18862",0.00012390527922582,0.0166170746695071,0.0141078116171152,"567/3133/829/3106/811/3105/5691/6892",8
"BP","GO:2001198","regulation of dendritic cell differentiation","3/151","13/18862",0.000135622005986529,0.0172311327606042,0.0146291438036438,"28959/3106/55365",3
"BP","GO:0046879","hormone secretion","10/151","302/18862",0.000163813563165187,0.0197500957504203,0.0167677305307061,"2641/1803/169026/1392/7425/292/25874/54097/8431/1113",10
"BP","GO:0048002","antigen processing and presentation of peptide antigen","8/151","194/18862",0.000171811106362397,0.0197500957504203,0.0167677305307061,"567/3133/829/3106/811/3105/5691/6892",8
"BP","GO:0034341","response to interferon-gamma","8/151","197/18862",0.000190815253579787,0.020937637370073,0.0177759473071696,"169026/4360/567/7431/3133/3106/3105/960",8
"BP","GO:0001914","regulation of T cell mediated cytotoxicity","4/151","38/18862",0.000235730962453482,0.024741501885335,0.0210054088740014,"567/3133/3106/3105",4
"BP","GO:0032024","positive regulation of insulin secretion","5/151","71/18862",0.000261866627545653,0.0263394182873002,0.0223620317469906,"2641/169026/1392/25874/8431",5
"BP","GO:0090276","regulation of peptide hormone secretion","8/151","209/18862",0.000284949960394444,0.0275147681756876,0.0233598978058098,"2641/1803/169026/1392/292/25874/8431/1113",8
"BP","GO:0055119","relaxation of cardiac muscle","3/151","17/18862",0.000314963504379365,0.0292431499835302,0.0248272851427782,"1113/3759/481",3
"BP","GO:0089718","amino acid import across plasma membrane","4/151","42/18862",0.000348689014207554,0.0311753807517421,0.0264677392070997,"23428/5999/6520/3688",4
"BP","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","3/151","18/18862",0.000375742732082628,0.032394391258838,0.027502672908454,"3133/3106/3105",3
"BP","GO:1904062","regulation of cation transmembrane transport","10/151","340/18862",0.000421269200464626,0.0331270747510689,0.02812471745534,"53827/1392/5349/783/5999/3759/481/5174/3688/11261",10
"BP","GO:0050708","regulation of protein secretion","9/151","279/18862",0.000422073908862584,0.0331270747510689,0.02812471745534,"2641/1803/169026/1392/292/1595/25874/8431/1113",9
"BP","GO:0001667","ameboidal-type cell migration","12/151","473/18862",0.000432973085477123,0.0331270747510689,0.02812471745534,"2191/1803/54453/5646/9124/8879/811/11171/5217/5168/3688/7857",12
"BP","GO:0002716","negative regulation of natural killer cell mediated immunity","3/151","19/18862",0.000443582336003385,0.0331270747510689,0.02812471745534,"3133/3106/3105",3
"BP","GO:0016485","protein processing","8/151","224/18862",0.000452855620043609,0.0331270747510689,0.02812471745534,"10159/5126/4325/5646/2152/28972/1363/9528",8
"BP","GO:0043312","neutrophil degranulation","12/151","485/18862",0.00054077065183577,0.0371015716559694,0.0314990450504393,"7276/567/84418/5912/302/23406/10159/5646/10549/3106/8895/960",12
"BP","GO:0071346","cellular response to interferon-gamma","7/151","177/18862",0.000564905087052609,0.0371015716559694,0.0314990450504393,"4360/567/7431/3133/3106/3105/960",7
"BP","GO:0002283","neutrophil activation involved in immune response","12/151","488/18862",0.000570999583482238,0.0371015716559694,0.0314990450504393,"7276/567/84418/5912/302/23406/10159/5646/10549/3106/8895/960",12
"BP","GO:0001913","T cell mediated cytotoxicity","4/151","48/18862",0.000584034682239784,0.0371015716559694,0.0314990450504393,"567/3133/3106/3105",4
"BP","GO:0043090","amino acid import","4/151","48/18862",0.000584034682239784,0.0371015716559694,0.0314990450504393,"23428/5999/6520/3688",4
"BP","GO:0019882","antigen processing and presentation","8/151","234/18862",0.000603981785491881,0.0373849238507026,0.0317396096181563,"567/3133/829/3106/811/3105/5691/6892",8
"BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","3/151","22/18862",0.000692670796749643,0.0406096348718806,0.0344773728232467,"3133/3106/3105",3
"BP","GO:0002446","neutrophil mediated immunity","12/151","499/18862",0.000694306683896692,0.0406096348718806,0.0344773728232467,"7276/567/84418/5912/302/23406/10159/5646/10549/3106/8895/960",12
"BP","GO:0042119","neutrophil activation","12/151","500/18862",0.000706547085591958,0.0406096348718806,0.0344773728232467,"7276/567/84418/5912/302/23406/10159/5646/10549/3106/8895/960",12
"BP","GO:0097581","lamellipodium organization","5/151","89/18862",0.000743994257606415,0.0417674915781834,0.0354603872597231,"51196/3983/5168/3688/960",5
"BP","GO:0002711","positive regulation of T cell mediated immunity","4/151","52/18862",0.000792709489326176,0.0434909251643952,0.0369235735817719,"567/3133/3106/3105",4
"BP","GO:0060333","interferon-gamma-mediated signaling pathway","5/151","91/18862",0.00082297442754105,0.0441480059574244,0.0374814318227468,"567/3133/3106/3105/960",5
"BP","GO:0002791","regulation of peptide secretion","9/151","308/18862",0.0008559717282163,0.0449199076503076,0.0381367724219024,"2641/1803/169026/1392/292/1595/25874/8431/1113",9
"BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","4/151","54/18862",0.000914627170947175,0.0469768083120528,0.0398830705897906,"53827/5349/481/11261",4
"BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","4/151","55/18862",0.000980281557069314,0.0482555713991739,0.0409687339267395,"567/3133/3106/3105",4
"BP","GO:0060337","type I interferon signaling pathway","5/151","95/18862",0.000999494022352401,0.0482555713991739,0.0409687339267395,"3133/11274/2537/3106/3105",5
"BP","GO:0090277","positive regulation of peptide hormone secretion","5/151","95/18862",0.000999494022352401,0.0482555713991739,0.0409687339267395,"2641/169026/1392/25874/8431",5
"BP","GO:0003333","amino acid transmembrane transport","5/151","96/18862",0.00104770189822331,0.0486375458136743,0.0412930282558863,"55089/23428/5999/6520/3688",5
"BP","GO:0071357","cellular response to type I interferon","5/151","96/18862",0.00104770189822331,0.0486375458136743,0.0412930282558863,"3133/11274/2537/3106/3105",5
"BP","GO:0032412","regulation of ion transmembrane transporter activity","8/151","257/18862",0.00110858319073182,0.0501388938942097,0.0425676651166556,"53827/1392/5349/783/481/5174/3688/11261",8
"BP","GO:0031342","negative regulation of cell killing","3/151","26/18862",0.0011423525949385,0.0501388938942097,0.0425676651166556,"3133/3106/3105",3
"BP","GO:0051953","negative regulation of amine transport","3/151","26/18862",0.0011423525949385,0.0501388938942097,0.0425676651166556,"1392/1113/5999",3
"BP","GO:0046883","regulation of hormone secretion","8/151","260/18862",0.00119384871676412,0.0514634071833675,0.0436921701417244,"2641/1803/169026/1392/292/25874/8431/1113",8
"BP","GO:0034340","response to type I interferon","5/151","101/18862",0.00131505574856701,0.055693764509487,0.0472837219290852,"3133/11274/2537/3106/3105",5
"BP","GO:0006865","amino acid transport","6/151","152/18862",0.00141625380238689,0.0589454599821026,0.0500443947957763,"55089/2744/23428/5999/6520/3688",6
